YEAR,KID,FID,MID,YBIRTH_M,YMAR,YDIV,YSEP,YBIRTH_F,UD_year,JC_year,edH,edW,F_hrs,F_earn,F_wage,M_hrs,M_earn,M_wage,exp,exp1,exp2,F_AGE,M_AGE,SEP,DIV,TSD,TSS,L,YBIRTH,LW_std,LW_raw,PC_std,PC_raw,AP_std,AP_raw,DigSpan,BPE,BPN,tau_m,tau_f,AGE,PHI_M,PHI_F,dgroup,sgroup
1997,53035,53172,53006,1959,1979,1995,1993,1961,9999,1983,0,0,NA,NA,NA,1715,15017.523750194674,8.753070985827753,NA,17,14,36,38,TRUE,TRUE,2,4,1,1984,146,55,122,33,117,42,29,3,3,39.3333333333333,0,13,0.49776912468564893,NA,2,2
2002,53035,53172,53006,1959,1979,1995,1993,1961,9999,1983,0,0,NA,NA,NA,151,1340.2614153791415,8.875903413106897,NA,18,14,41,43,TRUE,TRUE,7,9,1,1984,143,56,123,38,129,55,29,3,4,11.1666666666667,0,18,0.1023561901404316,NA,2,2
2007,53035,53172,53006,1959,1979,1995,1993,1961,9999,1983,0,0,NA,NA,NA,416,622.8489852612084,1.4972331376471397,NA,20,15,46,48,TRUE,TRUE,12,14,1,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,2,2
1997,53041,53003,53170,1959,1978,1998,1997,1957,1970,1987,0,0,3250,27889.68696464725,8.581442142968385,2040,11799.48294658153,5.781746643824949,NA,14.5,12,40,38,TRUE,FALSE,-1,0,2,1992,108,12,NA,NA,116,17,11,4,1,48.3333333333333,0,5,0.6642001409443264,0,3,2
2002,53041,53003,53170,1959,1978,1998,1997,1957,1970,1987,0,0,3000,40207.842461374246,13.402614153791415,NA,NA,NA,NA,17.5,15,45,43,TRUE,TRUE,4,5,2,1992,125,50,123,31,134,44,23,5,0,0,0,10,NA,0,2,2
2007,53041,53003,53170,1959,1978,1998,1997,1957,1970,1987,0,0,2080,44845.12693880701,21.560157182118786,NA,NA,NA,NA,NA,NA,50,48,TRUE,TRUE,9,10,2,1992,124,54,132,37,120,49,21,0,0,0,0,15,NA,0,2,2
1997,60036,60181,60032,1970,1990,9999,9999,1970,1971,1982,0,0,2000,91177.82276903909,45.58891138451954,0,0,NA,NA,6.5,6,27,27,FALSE,FALSE,-8002,-8002,2,1991,105,15,NA,NA,104,17,11,7,10,20.9166666666667,20.9166666666667,6,0.1867559523809527,0.28443165969316636,1,1
2002,60036,60181,60032,1970,1990,9999,9999,1970,1971,1982,0,0,2530,287198.87472410174,113.5173417881825,0,0,NA,NA,6.5,6,32,32,FALSE,FALSE,-7997,-7997,2,1991,120,50,113,29,100,36,14,8,10,18.3333333333333,5.91666666666667,11,0.1636904761904759,0.09340214531471366,1,1
2007,60036,60181,60032,1970,1990,9999,9999,1970,1971,1982,0,0,2080,24083.494096766728,11.578602931137857,0,0,NA,NA,7.5,6,37,37,FALSE,FALSE,-7992,-7992,2,1991,132,55,106,33,97,41,16,6,11,17.2833333333333,13.8333333333333,16,0.1543154761904759,0.19212962962962918,1,1
1997,60037,60181,60032,1970,1990,9999,9999,1970,1971,1982,0,0,2000,91177.82276903909,45.58891138451954,0,0,NA,NA,6.5,6,27,27,FALSE,FALSE,-8002,-8002,2,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3333333333333,11,1,0.2886904761904759,0.14958158995815898,1,1
2002,60037,60181,60032,1970,1990,9999,9999,1970,1971,1982,0,0,2530,287198.87472410174,113.5173417881825,0,0,NA,NA,6.5,6,32,32,FALSE,FALSE,-7997,-7997,2,1996,104,23,109,12,88,20,7,16,3,14.75,5.83333333333333,6,0.13169642857142858,0.09208662214126691,1,1
2007,60037,60181,60032,1970,1990,9999,9999,1970,1971,1982,0,0,2080,24083.494096766728,11.578602931137857,0,0,NA,NA,7.5,6,37,37,FALSE,FALSE,-7992,-7992,2,1996,107,46,107,28,98,34,14,15,8,11.8666666666667,16.5333333333333,11,0.10595238095238124,0.22962962962962916,1,1
1997,61032,61171,61005,1956,1986,9999,9999,1957,9999,1996,1,1,1920,47197.93178632612,24.585831739604423,440,6436.081607226289,14.631358853761096,NA,11.5,7,40,41,FALSE,FALSE,-8002,-8002,1,1988,155,53,124,26,117,32,17,6,0,21.8333333333333,18.4166666666667,9,0.2108717186726099,0.2453039617486343,1,1
2002,61032,61171,61005,1956,1986,9999,9999,1957,9999,1996,1,1,1699,49781.13828551097,29.300257966751598,1565,30634.54663723752,19.57479018353835,NA,16,11,45,46,FALSE,FALSE,-7997,-7997,1,1988,174,57,117,33,106,43,25,8,5,35.6666666666667,10.25,14,0.43546998512953,0.1292121212121212,1,1
2007,61032,61171,61005,1956,1986,9999,9999,1957,9999,1996,1,1,2080,48997.45350721507,23.55646803231492,2080,35710.008488309286,17.168273311687134,NA,21,16,50,51,FALSE,FALSE,-7992,-7992,1,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
1997,61034,61171,61005,1956,1986,9999,9999,1957,9999,1996,1,1,1920,47197.93178632612,24.585831739604423,440,6436.081607226289,14.631358853761096,NA,11.5,7,40,41,FALSE,FALSE,-8002,-8002,1,1993,90,4,NA,NA,65,1,6,6,0,40.8333333333333,18.9166666666667,4,0.3943784051510646,0.2519637978142081,1,1
2002,61034,61171,61005,1956,1986,9999,9999,1957,9999,1996,1,1,1699,49781.13828551097,29.300257966751598,1565,30634.54663723752,19.57479018353835,NA,16,11,45,46,FALSE,FALSE,-7997,-7997,1,1993,139,52,109,24,117,36,11,4,0,6.5,4.83333333333333,9,0.07936135243014791,0.06092929292929289,1,1
2007,61034,61171,61005,1956,1986,9999,9999,1957,9999,1996,1,1,2080,48997.45350721507,23.55646803231492,2080,35710.008488309286,17.168273311687134,NA,21,16,50,51,FALSE,FALSE,-7992,-7992,1,1993,129,54,99,29,115,45,NA,0,0,1.75,21.1666666666667,14,0.024305555555555556,0.29398148148148195,1,1
1997,61035,61003,61172,1963,1995,9999,9999,1950,9999,1996,1,1,2600,36042.05700046722,13.859029060893942,0,0,NA,NA,1.5,1,47,34,FALSE,FALSE,-8002,-8002,1,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.4166666666667,76.9166666666667,1,0.6465773809523813,1.240591397849463,1,1
2002,61035,61003,61172,1963,1995,9999,9999,1950,9999,1996,1,1,1960,43079.831208615265,21.979505718681256,0,0,NA,NA,2.5,1,52,39,FALSE,FALSE,-7997,-7997,1,1996,144,39,138,22,106,22,17,0,5,34,9.08333333333333,6,0.30357142857142855,0.12223947550034503,1,1
2007,61035,61003,61172,1963,1995,9999,9999,1950,9999,1996,1,1,2600,71004.78431977777,27.30953243068377,0,0,NA,NA,2.5,1,57,44,FALSE,FALSE,-7992,-7992,1,1996,137,53,125,32,119,40,19,0,5,13.25,0,11,0.11830357142857142,0,1,1
1997,68030,68003,68175,1969,1993,9999,9999,1966,1970,1980,0,0,2500,35398.44883974459,14.159379535897834,0,0,NA,NA,7.5,7,31,28,FALSE,FALSE,-8002,-8002,2,1993,106,8,NA,NA,106,10,6,5,1,34.5833333333333,23.6666666666667,4,0.3087797619047616,0.37023666265543576,1,1
2002,68030,68003,68175,1969,1993,9999,9999,1966,1970,1980,0,0,2600,86159.66241723053,33.13833169893481,2080,35421.19454930588,17.02942045639706,NA,12.5,12,36,33,FALSE,FALSE,-7997,-7997,2,1993,107,42,101,21,97,30,10,5,3,20.9166666666667,26.5833333333333,9,0.29050925925925974,0.4287634408602145,1,1
2007,68030,68003,68175,1969,1993,9999,9999,1966,1970,1980,0,0,2600,70589.55166293695,27.14982756266807,1200,37370.93911567251,31.142449263060424,NA,17,16,41,38,FALSE,FALSE,-7992,-7992,2,1993,96,47,92,26,86,33,16,5,3,19.5,23.5,14,0.21929065743944637,0.3790322580645161,1,1
1997,88035,88005,88174,1964,1983,2003,2003,1958,9999,1996,0,0,2080,80451.0200903286,38.68085045943,0,0,NA,NA,5.5,5,39,33,FALSE,FALSE,-6,-6,1,1987,116,46,115,28,118,37,17,4,0,23.5833333333333,6.5,10,0.2105654761904759,0.09027777777777778,3,3
2002,88035,88005,88174,1964,1983,2003,2003,1958,9999,1996,0,0,2080,172319.32483446106,82.84582924733704,0,0,NA,NA,6.5,6,44,38,FALSE,FALSE,-1,-1,1,1987,114,53,103,31,104,44,21,0,0,6.66666666666667,5.41666666666667,15,0.05952380952380955,0.07523148148148152,3,3
2007,88035,88005,88174,1964,1983,2003,2003,1958,9999,1996,0,0,2080,0,NA,NA,NA,NA,NA,NA,NA,49,43,TRUE,TRUE,4,4,1,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,2,2
1997,88036,88005,88174,1964,1983,2003,2003,1958,9999,1996,0,0,2080,80451.0200903286,38.68085045943,0,0,NA,NA,5.5,5,39,33,FALSE,FALSE,-6,-6,1,1988,122,44,125,27,134,37,15,1,0,26.4166666666667,16,9,0.23586309523809554,0.2222222222222222,3,3
2002,88036,88005,88174,1964,1983,2003,2003,1958,9999,1996,0,0,2080,172319.32483446106,82.84582924733704,0,0,NA,NA,6.5,6,44,38,FALSE,FALSE,-1,-1,1,1988,105,50,102,29,99,40,17,0,0,11.6666666666667,10.9166666666667,14,0.10416666666666696,0.15162037037037082,3,3
2007,88036,88005,88174,1964,1983,2003,2003,1958,9999,1996,0,0,2080,0,NA,NA,NA,NA,NA,NA,NA,49,43,TRUE,TRUE,4,4,1,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,2,2
1997,89035,89179,89031,1979,1995,9999,9999,1975,1971,1982,0,0,2080,28962.3672325183,13.923389876966205,1200,10726.80267871048,8.93542663136583,NA,1.5,1,22,18,FALSE,FALSE,-8002,-8002,2,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1666666666667,25.5833333333333,1,0.6091407151095737,0.3553240740740736,1,1
2002,89035,89179,89031,1979,1995,9999,9999,1975,1971,1982,0,0,2243,29677.217054823846,13.231037474286156,1276,17231.932483446104,13.504649281697574,NA,5.5,4,27,23,FALSE,FALSE,-7997,-7997,2,1996,95,15,88,2,102,21,8,9,1,18.6666666666667,15.4166666666667,6,0.21342714746408717,0.22386670390021457,1,1
2007,89035,89179,89031,1979,1995,9999,9999,1975,1971,1982,0,0,2080,48146.226560691415,23.147224308024757,1040,13372.982946214986,12.858637448283602,NA,10.5,9,32,28,FALSE,FALSE,-7992,-7992,2,1996,97,41,106,27,111,37,NA,11,4,12.5,4.5,11,0.1358695652173913,0.0625,1,1
1997,90030,90004,90171,1963,1987,2011,2010,1963,9999,1996,1,0,1920,32180.408036131445,16.76599258682448,1880,26817.006696776203,14.266647562684941,NA,11,11,34,34,FALSE,FALSE,-14,-13,1,1991,110,17,NA,NA,95,15,8,2,0,29.1666666666667,46.9166666666667,6,0.38455037187288754,0.6249146174863393,3,3
2002,90030,90004,90171,1963,1987,2011,2010,1963,9999,1996,1,0,2430,12104.475240038475,4.981265530880031,1893,26805.22830758283,14.160183997666577,NA,16,16,39,39,FALSE,FALSE,-9,-8,1,1991,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,11,NA,NA,3,3
2007,90030,90004,90171,1963,1987,2011,2010,1963,9999,1996,1,0,2080,58132.57195771279,27.948351902746573,2080,20761.632842040282,9.981554250980931,NA,21,21,44,44,FALSE,FALSE,-4,-3,1,1991,NA,NA,NA,NA,NA,NA,NA,5,0,3.83333333333333,0,16,0.05324074074074069,0,3,3
1997,91031,91170,91003,1967,1988,9999,9999,1959,1970,1987,0,0,2080,36471.129107615634,17.53832237969164,280,13086.699268026787,46.73667927114157,NA,8,6,38,30,FALSE,FALSE,-8002,-8002,2,1993,94,4,NA,NA,101,8,4,5,0,11.9166666666667,12.2166666666667,4,0.11177248677248709,0.1696759259259264,1,1
2002,91031,91170,91003,1967,1988,9999,9999,1959,1970,1987,0,0,1861,28272.81455742299,15.192270046976352,864,9685.303385279125,11.209841881110098,NA,12.5,10,43,35,FALSE,FALSE,-7997,-7997,2,1993,104,40,114,24,120,36,11,10,8,29,8.58333333333333,9,0.3040322580645161,0.1126251156531247,1,1
2007,91031,91170,91003,1967,1988,9999,9999,1959,1970,1987,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,40,FALSE,FALSE,-7992,-7992,2,1993,95,46,95,27,103,41,NA,3,4,14.3333333333333,12.25,14,NA,NA,1,1
1997,91032,91170,91003,1967,1988,9999,9999,1959,1970,1987,0,0,2080,36471.129107615634,17.53832237969164,280,13086.699268026787,46.73667927114157,NA,8,6,38,30,FALSE,FALSE,-8002,-8002,2,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,11.85,1,0.15476190476190477,0.16458333333333333,1,1
2002,91032,91170,91003,1967,1988,9999,9999,1959,1970,1987,0,0,1861,28272.81455742299,15.192270046976352,864,9685.303385279125,11.209841881110098,NA,12.5,10,43,35,FALSE,FALSE,-7997,-7997,2,1996,93,13,NA,NA,41,6,5,11,3,8.66666666666667,6.66666666666667,6,0.09086021505376347,0.08747581798300956,1,1
2007,91032,91170,91003,1967,1988,9999,9999,1959,1970,1987,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,40,FALSE,FALSE,-7992,-7992,2,1996,123,49,127,32,133,43,12,10,1,16.0333333333333,17.1166666666667,11,NA,NA,1,1
1997,96031,96170,96003,1959,1980,9999,9999,1956,9999,1991,1,0,2236,64360.81607226289,28.78001158698022,NA,NA,NA,NA,5.5,4,41,38,FALSE,FALSE,-8002,-8002,1,1984,100,46,97,26,95,35,11,4,3,0,20.6333333333333,13,NA,0.2990338164251203,1,1
2002,96031,96170,96003,1959,1980,9999,9999,1956,9999,1991,1,0,2241,76586.3665930938,34.175085494463985,747,7658.63665930938,10.252525648339196,NA,8,4,46,43,FALSE,FALSE,-7997,-7997,1,1984,99,52,110,35,101,46,12,5,2,5.25,5.5,18,0.05377191254677959,0.07982137873290537,1,1
2007,96031,96170,96003,1959,1980,9999,9999,1956,9999,1991,1,0,2184,99655.83764179335,45.629962290198385,1176,12456.979705224168,10.592669817367469,NA,12,7,51,48,FALSE,FALSE,-7992,-7992,1,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,1,1
1997,96032,96170,96003,1959,1980,9999,9999,1956,9999,1991,1,0,2236,64360.81607226289,28.78001158698022,NA,NA,NA,NA,5.5,4,41,38,FALSE,FALSE,-8002,-8002,1,1991,89,12,77,0,101,18,3,3,0,2.5,20.25,6,NA,0.29347826086956524,1,1
2002,96032,96170,96003,1959,1980,9999,9999,1956,9999,1991,1,0,2241,76586.3665930938,34.175085494463985,747,7658.63665930938,10.252525648339196,NA,8,4,46,43,FALSE,FALSE,-7997,-7997,1,1991,85,37,108,28,95,34,6,3,5,25.8166666666667,10.3333333333333,11,0.26442124614273554,0.14996743883151872,1,1
2007,96032,96170,96003,1959,1980,9999,9999,1956,9999,1991,1,0,2184,99655.83764179335,45.629962290198385,1176,12456.979705224168,10.592669817367469,NA,12,7,51,48,FALSE,FALSE,-7992,-7992,1,1991,73,37,82,24,81,32,9,2,2,21.3833333333333,11.8,16,0.23922834193918494,0.1685714285714286,1,1
1997,96033,96173,96005,1965,1989,9999,9999,1964,9999,1991,0,0,2600,66506.17660800499,25.5834243887245,1850,15017.523750194674,8.120189627783834,NA,7,6,33,32,FALSE,FALSE,-8002,-8002,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1666666666667,29.1666666666667,3,0.8003690655930218,0.47043010752688225,1,1
2002,96033,96173,96005,1965,1989,9999,9999,1964,9999,1991,0,0,2600,119666.19780170906,46.02546069296503,1536,18189.262065859777,11.841967490794126,NA,12,11,38,37,FALSE,FALSE,-7997,-7997,1,1994,86,27,108,19,85,24,10,5,8,28.75,7.5,8,0.3486473880597015,0.12096774193548387,1,1
2007,96033,96173,96005,1965,1989,9999,9999,1964,9999,1991,0,0,2756,116265.14391542558,42.18619155131556,2184,31557.681919901228,14.449488058562835,NA,17,16,43,42,FALSE,FALSE,-7992,-7992,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1,1
1997,99032,99031,99171,1974,1993,2001,2000,1976,1970,1977,0,0,1600,27889.68696464725,17.431054352904532,400,4290.721071484192,10.72680267871048,NA,3,0,21,23,FALSE,FALSE,-4,-3,2,1993,93,3,NA,NA,63,0,3,14,7,21.6666666666667,17.0666666666667,4,0.20771878072763061,0.2101010101010105,3,3
2002,99032,99031,99171,1974,1993,2001,2000,1976,1970,1977,0,0,0,0,NA,1539,14359.943736205087,9.330697684343786,NA,8,5,26,28,TRUE,TRUE,1,2,2,1993,99,38,99,19,117,34,9,13,5,38.8333333333333,0,9,0.4712563204978603,0,2,2
2007,99032,99031,99171,1974,1993,2001,2000,1976,1970,1977,0,0,0,0,NA,1040,832.9567096226561,0.8009199130987079,NA,10,6,31,33,TRUE,TRUE,6,7,2,1993,112,51,103,30,100,40,12,9,5,NA,NA,14,NA,NA,2,2
1997,99033,99031,99171,1974,1993,2001,2000,1976,1970,1977,0,0,1600,27889.68696464725,17.431054352904532,400,4290.721071484192,10.72680267871048,NA,3,0,21,23,FALSE,FALSE,-4,-3,2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.25,11,2,0.21331120943952803,0.13541666666666669,3,3
2002,99033,99031,99171,1974,1993,2001,2000,1976,1970,1977,0,0,0,0,NA,1539,14359.943736205087,9.330697684343786,NA,8,5,26,28,TRUE,TRUE,1,2,2,1995,NA,NA,93,6,NA,NA,7,11,11,33.6666666666667,0,7,0.4085569817191758,0,2,2
2007,99033,99031,99171,1974,1993,2001,2000,1976,1970,1977,0,0,0,0,NA,1040,832.9567096226561,0.8009199130987079,NA,10,6,31,33,TRUE,TRUE,6,7,2,1995,122,50,111,29,93,32,NA,13,14,26.1666666666667,0,12,0.28442028985507284,0,2,2
1997,106031,106003,106173,1970,1990,1994,1993,1962,1972,1980,0,0,0,0,NA,1960,12872.163214452577,6.564803239370814,NA,7,7,35,27,TRUE,TRUE,3,4,2,1990,102,20,103,9,91,18,11,9,2,16.85,0,7,0.22675983436853003,0,2,2
2002,106031,106003,106173,1970,1990,1994,1993,1962,1972,1980,0,0,0,0,NA,2120,22018.580395514466,10.386122828072862,NA,11,11,40,32,TRUE,TRUE,8,9,2,1990,80,35,86,20,80,29,12,15,11,20.9166666666667,4,12,0.29364650827933814,0.03571428571428571,2,2
2007,106031,106003,106173,1970,1990,1994,1993,1962,1972,1980,0,0,0,0,NA,2080,26574.89003781156,12.77638944125557,NA,16,16,45,37,TRUE,TRUE,13,14,2,1990,85,44,86,26,91,38,12,12,4,0,0,17,0,0,2,2
1997,106032,106003,106173,1970,1990,1994,1993,1962,1972,1980,0,0,0,0,NA,1960,12872.163214452577,6.564803239370814,NA,7,7,35,27,TRUE,TRUE,3,4,2,1991,97,12,NA,NA,115,19,9,10,2,23.8333333333333,0,6,0.3207384403036573,0,2,2
2002,106032,106003,106173,1970,1990,1994,1993,1962,1972,1980,0,0,0,0,NA,2120,22018.580395514466,10.386122828072862,NA,11,11,40,32,TRUE,TRUE,8,9,2,1991,96,42,103,26,98,35,14,15,9,18.4166666666667,4,11,0.2585493160547161,0.03571428571428571,2,2
2007,106032,106003,106173,1970,1990,1994,1993,1962,1972,1980,0,0,0,0,NA,2080,26574.89003781156,12.77638944125557,NA,16,16,45,37,TRUE,TRUE,13,14,2,1991,91,46,85,25,102,43,NA,10,3,3.83333333333333,0,16,0.05324074074074069,0,2,2
1997,117031,117171,117030,1970,1992,2016,2016,1960,9999,1983,1,0,2000,48270.61205419716,24.135306027098583,2080,12872.163214452577,6.189365145615947,NA,3.5,2,37,27,FALSE,FALSE,-19,-19,1,1993,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,4,NA,NA,3,3
2002,117031,117171,117030,1970,1992,2016,2016,1960,9999,1983,1,0,2550,62226.42285688871,24.402518767407336,0,0,NA,NA,5,3,42,32,FALSE,FALSE,-14,-14,1,1993,105,40,131,29,111,33,12,2,1,7.66666666666667,11.4166666666667,9,0.06845238095238097,0.1813276318468749,3,3
2007,117031,117171,117030,1970,1992,2016,2016,1960,9999,1983,1,0,2600,62284.89852612084,23.955730202354133,1300,3321.861254726445,2.5552778882511142,NA,7.5,5,47,37,FALSE,FALSE,-9,-9,1,1993,96,46,95,27,104,41,12,3,1,5.08333333333333,12.5,14,0.058429118773946326,0.20161290322580644,3,3
1997,117032,117171,117030,1970,1992,2016,2016,1960,9999,1983,1,0,2000,48270.61205419716,24.135306027098583,2080,12872.163214452577,6.189365145615947,NA,3.5,2,37,27,FALSE,FALSE,-19,-19,1,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,3
2002,117032,117171,117030,1970,1992,2016,2016,1960,9999,1983,1,0,2550,62226.42285688871,24.402518767407336,0,0,NA,NA,5,3,42,32,FALSE,FALSE,-14,-14,1,1995,118,33,127,20,77,18,9,2,0,13.5,21.1666666666667,7,0.12053571428571429,0.3361840765628187,3,3
2007,117032,117171,117030,1970,1992,2016,2016,1960,9999,1983,1,0,2600,62284.89852612084,23.955730202354133,1300,3321.861254726445,2.5552778882511142,NA,7.5,5,47,37,FALSE,FALSE,-9,-9,1,1995,101,45,104,28,120,42,12,2,1,19.8333333333333,15.0166666666667,12,0.22796934865900345,0.24220430107526936,3,3
1997,121030,121171,121007,1959,1981,9999,9999,1958,1972,1980,1,1,2500,222044.81544930695,88.81792617972278,16,2145.360535742096,134.085033483881,NA,4,2,39,38,FALSE,FALSE,-8002,-8002,2,1985,141,54,125,33,127,44,21,3,6,17.6666666666667,9.25,12,0.158172635445363,0.144705174488568,1,1
2002,121030,121171,121007,1959,1981,9999,9999,1958,1972,1980,1,1,2750,207740.51938376692,75.54200704864252,315,2824.122268120334,8.96546751784233,NA,5,2,44,43,FALSE,FALSE,-7997,-7997,2,1985,126,55,124,38,120,52,23,3,8,9,9,17,0.08495189689598838,0.15224463240078076,1,1
2007,121030,121171,121007,1959,1981,9999,9999,1958,1972,1980,1,1,2600,249139.59410448337,95.82292080941637,1040,2491.3959410448338,2.3955730202354135,NA,7,3,49,48,FALSE,FALSE,-7992,-7992,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,1,1
1997,121036,121171,121007,1959,1981,9999,9999,1958,1972,1980,1,1,2500,222044.81544930695,88.81792617972278,16,2145.360535742096,134.085033483881,NA,4,2,39,38,FALSE,FALSE,-8002,-8002,2,1989,123,34,129,22,137,31,11,8,9,12.3333333333333,14.8333333333333,8,0.11042240587695103,0.23204973926995537,1,1
2002,121036,121171,121007,1959,1981,9999,9999,1958,1972,1980,1,1,2750,207740.51938376692,75.54200704864252,315,2824.122268120334,8.96546751784233,NA,5,2,44,43,FALSE,FALSE,-7997,-7997,2,1989,121,52,100,27,144,52,13,10,13,21.5833333333333,25.3333333333333,13,0.20372723422278663,0.42854044675775266,1,1
2007,121036,121171,121007,1959,1981,9999,9999,1958,1972,1980,1,1,2600,249139.59410448337,95.82292080941637,1040,2491.3959410448338,2.3955730202354135,NA,7,3,49,48,FALSE,FALSE,-7992,-7992,2,1989,116,54,120,37,135,56,NA,9,13,22.0833333333333,11.75,18,0.24003623188405762,0.18951612903225806,1,1
1997,121032,121006,121170,1956,1982,9999,9999,1957,1972,1980,1,1,2704,55779.3739292945,20.627641551160256,2080,34325.76857187354,16.49782251985672,NA,14.5,12,40,41,FALSE,FALSE,-8002,-8002,2,1985,114,47,121,31,120,40,26,13,10,16.3333333333333,9,12,0.2268518518518514,0.15,1,1
2002,121032,121006,121170,1956,1982,9999,9999,1957,1972,1980,1,1,2160,22784.444061445407,10.548353732150652,1665,31591.876219651193,18.974099831622336,NA,19.5,17,45,46,FALSE,FALSE,-7997,-7997,2,1985,94,49,110,34,103,45,22,17,9,NA,NA,17,NA,NA,1,1
2007,121032,121006,121170,1956,1982,9999,9999,1957,1972,1980,1,1,2860,53648.05926383209,18.75806267966158,2340,41108.033027239755,17.56753548172643,NA,24.5,22,50,51,FALSE,FALSE,-7992,-7992,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,1,1
1997,121033,121006,121170,1956,1982,9999,9999,1957,1972,1980,1,1,2704,55779.3739292945,20.627641551160256,2080,34325.76857187354,16.49782251985672,NA,14.5,12,40,41,FALSE,FALSE,-8002,-8002,2,1988,125,45,142,32,142,39,16,8,2,7.83333333333333,35,9,0.10879629629629625,0.5833333333333334,1,1
2002,121033,121006,121170,1956,1982,9999,9999,1957,1972,1980,1,1,2160,22784.444061445407,10.548353732150652,1665,31591.876219651193,18.974099831622336,NA,19.5,17,45,46,FALSE,FALSE,-7997,-7997,2,1988,107,51,125,35,115,46,21,6,2,NA,NA,14,NA,NA,1,1
2007,121033,121006,121170,1956,1982,9999,9999,1957,1972,1980,1,1,2860,53648.05926383209,18.75806267966158,2340,41108.033027239755,17.56753548172643,NA,24.5,22,50,51,FALSE,FALSE,-7992,-7992,2,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
1997,128030,128004,128172,1962,1987,9999,9999,1961,1972,1981,0,1,2500,53634.013393552406,21.45360535742096,1715,26817.006696776203,15.639678305559881,NA,11,11,36,35,FALSE,FALSE,-8002,-8002,2,1990,109,23,108,10,104,21,9,NA,1,10.25,24.9166666666667,7,0.12971525918715016,0.3897914159647017,1,1
2002,128030,128004,128172,1962,1987,9999,9999,1961,1972,1981,0,1,2160,77543.69617550747,35.89985934051272,1686,30634.54663723752,18.16995648709224,NA,16,16,41,40,FALSE,FALSE,-7997,-7997,2,1990,NA,NA,NA,NA,NA,NA,NA,7,2,11.25,4.16666666666667,12,0.14137264378927017,0.05913391557496366,1,1
2007,128030,128004,128172,1962,1987,9999,9999,1961,1972,1981,0,1,2340,66437.2250945289,28.391976536123472,1872,33218.61254726445,17.744985335077192,NA,21,21,46,45,FALSE,FALSE,-7992,-7992,2,1990,NA,NA,NA,NA,NA,NA,NA,11,6,NA,NA,17,NA,NA,1,1
1997,128031,128004,128172,1962,1987,9999,9999,1961,1972,1981,0,1,2500,53634.013393552406,21.45360535742096,1715,26817.006696776203,15.639678305559881,NA,11,11,36,35,FALSE,FALSE,-8002,-8002,2,1992,114,12,NA,NA,125,18,8,NA,2,21.6666666666667,22.1666666666667,5,0.2741948568183666,0.3467709586843166,1,1
2002,128031,128004,128172,1962,1987,9999,9999,1961,1972,1981,0,1,2160,77543.69617550747,35.89985934051272,1686,30634.54663723752,18.16995648709224,NA,16,16,41,40,FALSE,FALSE,-7997,-7997,2,1992,113,46,116,28,114,37,15,6,5,7,14,10,0.08796520057999033,0.19868995633187775,1,1
2007,128031,128004,128172,1962,1987,9999,9999,1961,1972,1981,0,1,2340,66437.2250945289,28.391976536123472,1872,33218.61254726445,17.744985335077192,NA,21,21,46,45,FALSE,FALSE,-7992,-7992,2,1992,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,15,NA,NA,1,1
1997,129040,129199,129036,1974,1993,2000,1999,1966,9999,1986,0,0,2500,37543.809375486686,15.017523750194673,0,0,NA,NA,1,0,31,23,FALSE,FALSE,-3,-2,1,1994,NA,NA,NA,NA,NA,NA,NA,2,0,57,18.1666666666667,3,0.5089285714285714,0.2841957480946656,3,3
2002,129040,129199,129036,1974,1993,2000,1999,1966,9999,1986,0,0,1772,28719.887472410173,16.207611440412062,NA,NA,NA,NA,NA,NA,36,28,TRUE,TRUE,2,3,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,2,2
